,Category,lat,lon,Part of month,Observation Date,Impacted Area (ha),Country,Location Name,Data updated on,Soil_Moisture
7631,Swarm,14.2847222222222,47.5675,Early,2020-07-08,200.0,Yemen,Mayfah,Tue Feb  1 16:04:44 2022,0.15800000727176666
7637,Band,15.5441666666667,44.7625,Middle,2020-09-18,10.0,Yemen,Dhamgah,Tue Feb  1 16:04:44 2022,0.012000000104308128
7639,Band,15.960555556000031,43.096388889000025,Middle,2020-01-14,200.0,Yemen,souwth labadea,Tue Feb  1 16:04:44 2022,0.023000000044703484
7640,Swarm,16.3025,44.5219444444444,Middle,2020-09-18,100.0,Yemen,Al Wahgah,Tue Feb  1 16:04:44 2022,0.012000000104308128
7642,Band,15.8416666666667,42.8894444444444,Middle,2020-10-12,90.0,Yemen,Aefe,Tue Feb  1 16:04:44 2022,0.017999999225139618
7643,Band,15.8480555555556,44.7544444444444,Late,2020-09-26,100.0,Yemen,Amslam,Tue Feb  1 16:04:44 2022,0.0
7659,Swarm,15.2333333333333,45.2833333333333,Early,2020-05-31,200.0,Yemen,Al Gubah,Tue Feb  1 16:04:44 2022,0.0020000000949949026
7666,Band,15.3436111111111,44.6619444444444,Middle,2020-09-12,9.0,Yemen,Kholan,Tue Feb  1 16:04:44 2022,0.02500000037252903
7667,Band,15.008055556000045,43.13722222200005,Middle,2020-01-11,100.0,Yemen,Der Shalh,Tue Feb  1 16:04:44 2022,0.0689999982714653
7678,Band,16.0711111111111,44.8261111111111,Late,2020-09-24,100.0,Yemen,Alkhalq,Tue Feb  1 16:04:44 2022,0.0
7679,Swarm,15.7402777777778,42.8477777777778,Late,2021-01-20,200.0,Yemen,Al Nashryah,Tue Feb  1 16:04:44 2022,0.03099999949336052
7689,Band,15.97194444400003,43.088611111000034,Middle,2020-01-12,200.0,Yemen,west aldakama,Tue Feb  1 16:04:44 2022,0.07000000029802322
7692,Band,13.366944444000069,44.41638888900008,Middle,2019-07-12,100.0,Yemen,akabyetah,Tue Feb  1 16:04:44 2022,0.014000000432133675
7696,Swarm,16.1358333333333,44.89,Early,2020-07-03,200.0,Yemen,Khabah,Tue Feb  1 16:04:44 2022,0.008999999612569809
7700,Band,16.1494444444444,44.8372222222222,Early,2020-08-31,200.0,Yemen,Al Sran,Tue Feb  1 16:04:44 2022,0.007000000216066837
7706,Band,15.1716666666667,46.31,Late,2021-10-30,80.0,Yemen,wadi al albylat,Tue Feb  1 16:04:44 2022,0.004000000189989805
7707,Swarm,15.1505555555556,44.3472222222222,Late,2020-08-20,200.0,Yemen,Maqwalah,Tue Feb  1 16:04:44 2022,0.08299999684095383
7708,Band,16.0633333333333,44.8575,Middle,2020-08-15,200.0,Yemen,Al Khlaq,Tue Feb  1 16:04:44 2022,0.009999999776482582
7715,Swarm,13.265555556000038,45.34250000000003,Middle,2019-06-14,100.0,Yemen,Wadi Hassan,Tue Feb  1 16:04:44 2022,0.017999999225139618
7717,Band,16.0530555555556,44.8886111111111,Early,2020-09-03,100.0,Yemen,Alsaaed,Tue Feb  1 16:04:44 2022,0.019999999552965164
7718,Band,15.022500000000036,43.14222222200004,Middle,2020-01-15,200.0,Yemen,Al Kaza{[1]}a,Tue Feb  1 16:04:44 2022,0.026000000536441803
7719,Band,15.9208333333333,44.7766666666667,Middle,2020-07-15,100.0,Yemen,AL Humaydah,Tue Feb  1 16:04:44 2022,0.0
7724,Band,15.5441666666667,44.7625,Early,2020-08-07,7.0,Yemen,Al Mhgezah,Tue Feb  1 16:04:44 2022,0.02199999988079071
7729,Band,14.984444444000076,43.13250000000005,Early,2020-01-09,100.0,Yemen,W. Humara,Tue Feb  1 16:04:44 2022,0.03799999877810478
7734,Band,15.7388888888889,43.0266666666667,Middle,2020-10-11,100.0,Yemen,W Aeen,Tue Feb  1 16:04:44 2022,0.028999999165534973
7736,Band,15.5861111111111,48.0786111111111,Early,2020-08-04,200.0,Yemen,hadpeh,Tue Feb  1 16:04:44 2022,0.03999999910593033
7739,Band,15.9641666666667,44.8091666666667,Early,2020-05-31,200.0,Yemen,alsefrea,Tue Feb  1 16:04:44 2022,0.004000000189989805
7740,Band,15.95,43.0283333333333,Early,2020-10-05,200.0,Yemen,shab alasher,Tue Feb  1 16:04:44 2022,0.026000000536441803
7747,Band,15.7408333333333,43.0938888888889,Middle,2020-10-16,10.0,Yemen,Bait Sweed,Tue Feb  1 16:04:44 2022,0.017999999225139618
7748,Band,15.89361111100004,43.07805555600004,Early,2020-01-10,200.0,Yemen,bani gaibah,Tue Feb  1 16:04:44 2022,0.035999998450279236
7749,Band,14.9,45.75,Early,2020-07-09,200.0,Yemen,Alhager,Tue Feb  1 16:04:44 2022,0.0010000000474974513
7750,Swarm,15.3666666666667,44.2833333333333,Middle,2020-06-10,200.0,Yemen,Blad Raows,Tue Feb  1 16:04:44 2022,0.03700000047683716
7751,Swarm,15.38,44.2955555555556,Late,2021-12-27,300.0,Yemen,W. Al Aber,Tue Feb  1 16:04:44 2022,0.02500000037252903
7755,Band,15.7358333333333,43.0986111111111,Middle,2020-10-16,40.0,Yemen,Area 3,Tue Feb  1 16:04:44 2022,0.017999999225139618
7759,Band,16.1280555555556,44.6608333333333,Early,2020-09-09,200.0,Yemen,Al Baheath,Tue Feb  1 16:04:44 2022,0.0
7765,Band,15.7944444444444,43.0763888888889,Middle,2020-10-19,100.0,Yemen,Area 1,Tue Feb  1 16:04:44 2022,0.027000000700354576
7768,Band,15.575,48.1033333333333,Early,2020-08-04,200.0,Yemen,mthower almhenaa,Tue Feb  1 16:04:44 2022,0.03999999910593033
7769,Band,15.85666666700007,43.01638888900004,Late,2020-01-22,200.0,Yemen,bani ahmed,Tue Feb  1 16:04:44 2022,0.023000000044703484
7781,Band,14.350000000000025,46.63333333300005,Middle,2019-09-14,100.0,Yemen,Gubah,Tue Feb  1 16:04:44 2022,0.00800000037997961
7783,Band,16.5708333333333,48.9255555555556,Middle,2020-06-11,200.0,Yemen,wadi adkhan 2,Tue Feb  1 16:04:44 2022,0.03200000151991844
7785,Band,14.7063888888889,46.3877777777778,Late,2021-08-27,200.0,Yemen,Al Lagafah,Tue Feb  1 16:04:44 2022,0.003000000026077032
7787,Band,13.6544444444444,46.7261111111111,Early,2021-11-06,100.0,Yemen,bahyhan beach,Tue Feb  1 16:04:44 2022,0.010999999940395355
7792,Band,16.1258333333333,44.8844444444444,Early,2020-07-02,100.0,Yemen,Aljr,Tue Feb  1 16:04:44 2022,0.008999999612569809
7798,Band,15.9008333333333,42.9355555555556,Early,2020-10-09,100.0,Yemen,Bani Kelada 1,Tue Feb  1 16:04:44 2022,0.02500000037252903
7800,Band,15.018055556000036,43.15083333300004,Middle,2020-01-15,200.0,Yemen,NE. Shu{[1]}ala,Tue Feb  1 16:04:44 2022,0.026000000536441803
7804,Swarm,15.33333333300004,44.183333333000064,Early,2019-08-04,200.0,Yemen,SANAA,Tue Feb  1 16:04:44 2022,0.09000000357627869
7809,Swarm,13.220000000000027,44.78527777800008,Early,2019-08-09,100.0,Yemen,wadi dahr al khasab,Tue Feb  1 16:04:44 2022,0.019999999552965164
7812,Band,13.05416666700006,44.68750000000006,Late,2020-05-26,200.0,Yemen,W. Qozan,Tue Feb  1 16:04:44 2022,0.019999999552965164
7818,Band,16.233333333000076,43.83333333300004,Late,2019-07-21,100.0,Yemen,"Al Eshah, Amran",Tue Feb  1 16:04:44 2022,0.007000000216066837
7823,Band,12.984444444000076,44.60416666700007,Late,2020-05-27,200.0,Yemen,Amrijja,Tue Feb  1 16:04:44 2022,0.12700000405311584
7825,Swarm,15.4155555555556,45.3761111111111,Middle,2020-07-13,100.0,Yemen,Almseel,Tue Feb  1 16:04:44 2022,0.0
7827,Band,15.7947222222222,42.8994444444444,Early,2020-10-03,100.0,Yemen,W Ain 2,Tue Feb  1 16:04:44 2022,0.013000000268220901
7828,Band,15.98,42.9102777777778,Early,2020-10-02,100.0,Yemen,Bani Al Ati Harajah,Tue Feb  1 16:04:44 2022,0.02500000037252903
7829,Band,13.11111111100007,44.825000000000045,Early,2020-03-06,300.0,Yemen,alhabeel,Tue Feb  1 16:04:44 2022,0.027000000700354576
7832,Band,15.93166666700006,42.972500000000025,Early,2019-10-02,200.0,Yemen,E. Marofyah,Tue Feb  1 16:04:44 2022,0.13300000131130219
7838,Band,15.733333333000076,44.200000000000045,Late,2019-07-25,100.0,Yemen,Arhb,Tue Feb  1 16:04:44 2022,0.029999999329447746
7839,Band,15.888888889000045,42.97750000000008,Early,2019-11-10,100.0,Yemen,Jaberi,Tue Feb  1 16:04:44 2022,0.01899999938905239
7840,Band,14.978333333000023,43.138611111000046,Late,2020-01-25,200.0,Yemen,W. Humara,Tue Feb  1 16:04:44 2022,0.027000000700354576
7849,Swarm,17.0622222222222,43.6,Late,2021-06-26,200.0,Yemen,Dahyan,Tue Feb  1 16:04:44 2022,0.004999999888241291
7854,Band,14.3083333333333,47.5925,Late,2020-08-23,100.0,Yemen,al saeyed,Tue Feb  1 16:04:44 2022,0.007000000216066837
7855,Band,13.083055556000032,44.86888888900006,Early,2020-03-05,200.0,Yemen,mahelwah,Tue Feb  1 16:04:44 2022,0.028999999165534973
7862,Band,16.1405555555556,44.6258333333333,Late,2020-08-23,400.0,Yemen,almesloop almcegd,Tue Feb  1 16:04:44 2022,0.017000000923871994
7870,Band,16.1166666666667,44.9,Late,2020-06-26,200.0,Yemen,Yanba,Tue Feb  1 16:04:44 2022,0.003000000026077032
7872,Band,15.8030555555556,47.9216666666667,Early,2020-07-04,200.0,Yemen,alwahed3,Tue Feb  1 16:04:44 2022,0.032999999821186066
7875,Swarm,15.9333333333333,43.3833333333333,Late,2020-06-27,200.0,Yemen,Hamymah,Tue Feb  1 16:04:44 2022,0.026000000536441803
7878,Band,15.916666667000072,43.06666666700005,Middle,2019-12-17,100.0,Yemen,Bani Arjan,Tue Feb  1 16:04:44 2022,0.02800000086426735
7880,Band,14.5561111111111,46.4152777777778,Early,2021-08-07,300.0,Yemen,alsalaf,Tue Feb  1 16:04:44 2022,0.0
7884,Swarm,15.25,44.0166666666667,Early,2020-06-06,200.0,Yemen,Matnah,Tue Feb  1 16:04:44 2022,0.296999990940094
7886,Band,14.90944444400003,43.11027777800007,Middle,2020-01-17,200.0,Yemen,OrOriseya,Tue Feb  1 16:04:44 2022,0.023000000044703484
7888,Band,15.9697222222222,44.7847222222222,Middle,2020-07-11,100.0,Yemen,Alselb,Tue Feb  1 16:04:44 2022,0.013000000268220901
7891,Swarm,15.733333333000076,43.55000000000007,Late,2020-01-21,200.0,Yemen,Mabyan,Tue Feb  1 16:04:44 2022,0.08299999684095383
7893,Band,15.266666667000038,44.86666666700006,Early,2019-07-04,100.0,Yemen,Bani Dbyan,Tue Feb  1 16:04:44 2022,0.0
7898,Band,16.1163888888889,44.6486111111111,Early,2020-09-08,500.0,Yemen,Alsalam zone,Tue Feb  1 16:04:44 2022,0.0
7906,Swarm,13.31666666700005,44.183333333000064,Late,2019-08-24,200.0,Yemen,Qabelah Taiz,Tue Feb  1 16:04:44 2022,0.08900000154972076
7908,Swarm,15.8666666666667,42.9458333333333,Middle,2020-09-10,200.0,Yemen,AL Jabri,Tue Feb  1 16:04:44 2022,0.023000000044703484
7913,Band,15.9863888888889,44.7955555555556,Early,2020-07-09,50.0,Yemen,Drb Ashraf,Tue Feb  1 16:04:44 2022,0.012000000104308128
7914,Band,15.8602777777778,49.0588888888889,Early,2020-07-08,90.0,Yemen,wadi tasower,Tue Feb  1 16:04:44 2022,0.024000000208616257
7921,Band,14.968333333000032,43.13777777800004,Early,2020-01-06,200.0,Yemen,Deer Al-Damh,Tue Feb  1 16:04:44 2022,0.03799999877810478
7932,Swarm,16.3166666666667,44.4833333333333,Late,2020-06-22,100.0,Yemen,Al Zaher,Tue Feb  1 16:04:44 2022,0.019999999552965164
7941,Swarm,15.433333333000064,45.01666666700004,Early,2020-02-09,200.0,Yemen,Srwah,Tue Feb  1 16:04:44 2022,0.0
7944,Band,15.4977777777778,48.0588888888889,Middle,2020-08-15,100.0,Yemen,Zaher,Tue Feb  1 16:04:44 2022,0.019999999552965164
7948,Band,16.0577777777778,44.8305555555556,Early,2020-10-04,50.0,Yemen,Albdaa,Tue Feb  1 16:04:44 2022,0.0
7956,Swarm,15.000277778000054,43.15611111100003,Late,2020-01-21,200.0,Yemen,E. Shua{[1]}ala,Tue Feb  1 16:04:44 2022,0.019999999552965164
7963,Band,15.012500000000044,43.10833333300008,Early,2020-01-03,100.0,Yemen,S. Bani Shadad,Tue Feb  1 16:04:44 2022,0.026000000536441803
7964,Band,15.1005555555556,44.4602777777778,Late,2020-07-23,100.0,Yemen,Shlalah,Tue Feb  1 16:04:44 2022,0.05299999937415123
7965,Band,15.1222222222222,49.0716666666667,Middle,2020-07-14,10.0,Yemen,W.Naer,Tue Feb  1 16:04:44 2022,0.02199999988079071
7966,Band,15.8636111111111,49.0716666666667,Early,2020-07-08,100.0,Yemen,wadi taswer,Tue Feb  1 16:04:44 2022,0.024000000208616257
7972,Band,15.094166667000025,43.075000000000045,Early,2020-02-01,100.0,Yemen,W.Hasaneya,Tue Feb  1 16:04:44 2022,0.02199999988079071
7973,Band,13.070277778000047,44.86527777800006,Middle,2020-03-11,200.0,Yemen,alsodaef2,Tue Feb  1 16:04:44 2022,0.027000000700354576
7996,Band,24.6141666666667,70.9505555555556,Late,2020-07-27,15.0,Panama,konahavero tharparka,Tue Feb  1 16:04:44 2022,0.16500000655651093
8002,Swarm,31.243333333000063,71.95694444400004,Late,2020-05-21,1.0,Panama,Punjab,Tue Feb  1 16:04:44 2022,0.039000000804662704
8017,Band,33.1336111111111,71.1963888888889,Middle,2020-06-14,25.0,Panama,Khyber Pakhtunkhwa,Tue Feb  1 16:04:44 2022,0.09700000286102295
8034,Swarm,27.540555556000072,68.99388888900006,Early,2020-05-04,200.0,Panama,Sindh,Tue Feb  1 16:04:44 2022,0.0
8043,Band,31.351944444000026,71.97166666700008,Early,2020-04-08,10.0,Panama,Punjab,Tue Feb  1 16:04:44 2022,0.05900000035762787
8074,Band,31.17444444400008,71.69916666700004,Early,2020-05-03,40.0,Panama,Punjab,Tue Feb  1 16:04:44 2022,0.04500000178813934
8092,Swarm,26.6966666666667,67.6205555555556,Early,2020-07-05,1.0,Panama,Sindh,Tue Feb  1 16:04:44 2022,0.02500000037252903
8117,Swarm,31.785833333000028,72.03555555600008,Middle,2020-05-18,343.0,Panama,Punjab,Tue Feb  1 16:04:44 2022,0.08100000023841858
8145,Swarm,26.9216666666667,67.3930555555556,Early,2020-06-02,1000.0,Panama,1500 ha sindh,Tue Feb  1 16:04:44 2022,0.019999999552965164
8189,Band,31.528055556000027,71.97333333300008,Late,2020-04-27,290.0,Panama,Punjab,Tue Feb  1 16:04:44 2022,0.027000000700354576
8193,Swarm,31.26444444400005,71.91111111100008,Late,2020-05-29,20.0,Panama,bhareri,Tue Feb  1 16:04:44 2022,0.03200000151991844
8211,Band,32.9177777777778,71.1805555555556,Early,2020-06-01,10.0,Panama,malla Kheil,Tue Feb  1 16:04:44 2022,0.1379999965429306
8288,Swarm,27.4802777777778,69.0069444444444,Middle,2020-06-19,450.0,Panama,Village Allah warayo,Tue Feb  1 16:04:44 2022,0.008999999612569809
8293,Swarm,30.1730555555556,66.9936111111111,Early,2020-06-09,150.0,Panama,Balochistan,Tue Feb  1 16:04:44 2022,0.019999999552965164
8294,Swarm,31.355000000000075,71.16055555600008,Middle,2020-05-11,25.0,Panama,75B/TDA,Tue Feb  1 16:04:44 2022,0.08799999952316284
8306,Swarm,31.95166666700004,72.20861111100004,Late,2020-05-21,50.0,Panama,"Aino , Noorpur Thal",Tue Feb  1 16:04:44 2022,0.20000000298023224
8331,Swarm,26.0438888888889,68.9422222222222,Middle,2020-06-14,5.0,Panama,UC/ DEH JANIB DHORO,Tue Feb  1 16:04:44 2022,0.13199999928474426
8362,Swarm,24.7058333333333,70.6016666666667,Late,2020-06-20,300.0,Panama,Tharparkar village m,Tue Feb  1 16:04:44 2022,0.023000000044703484
8418,Band,30.66722222200008,73.48083333300008,Late,2020-05-28,5.0,Panama,pippli phard at the,Tue Feb  1 16:04:44 2022,0.14399999380111694
8448,Band,32.8972222222222,71.1786111111111,Middle,2020-06-17,10.0,Panama,krndì,Tue Feb  1 16:04:44 2022,0.13099999725818634
8466,Band,32.9180555555556,71.1783333333333,Early,2020-06-01,2.0,Panama,mala kheil,Tue Feb  1 16:04:44 2022,0.1379999965429306
8471,Band,32.4083333333333,71.6138888888889,Middle,2020-06-11,1.0,Panama,"Punjab, Mianwali, Mu",Tue Feb  1 16:04:44 2022,0.14000000059604645
8498,Band,28.537222222000025,69.73750000000007,Middle,2020-04-13,30.0,Panama,Punjab,Tue Feb  1 16:04:44 2022,0.02800000086426735
8524,Swarm,27.348333333000028,69.12250000000006,Late,2019-12-21,600.0,Panama,Bahan Wali Aera.,Tue Feb  1 16:04:44 2022,0.04899999871850014
8542,Band,28.343055556000024,66.44916666700004,Early,2020-05-09,200.0,Panama,Badu Kushta Yar Mohm,Tue Feb  1 16:04:44 2022,0.004000000189989805
8552,Band,31.175277778000066,71.76027777800005,Late,2020-04-30,20.0,Panama,Punjab,Tue Feb  1 16:04:44 2022,0.03200000151991844
8557,Swarm,31.91361111100008,71.69083333300006,Late,2020-05-21,235.0,Panama,Noorpur Thal Distric,Tue Feb  1 16:04:44 2022,0.039000000804662704
8570,Swarm,30.39638888900004,67.73111111100008,Early,2020-05-01,1.0,Panama,Balochistan,Tue Feb  1 16:04:44 2022,0.11400000005960464
8578,Swarm,27.1769444444444,67.9563888888889,Early,2020-06-02,1.0,Panama,Locust is seen one o,Tue Feb  1 16:04:44 2022,0.13199999928474426
8579,Swarm,32.22722222200008,71.70000000000005,Late,2020-05-28,8.0,Panama,Punjab,Tue Feb  1 16:04:44 2022,0.07100000232458115
8600,Swarm,31.2111111111111,71.3333333333333,Middle,2020-06-19,1.0,Panama,Punjab,Tue Feb  1 16:04:44 2022,0.03099999949336052
8601,Swarm,32.17277777800007,72.01166666700004,Late,2020-05-27,3.0,Panama,punjab,Tue Feb  1 16:04:44 2022,0.07500000298023224
8617,Band,32.66388888900008,71.53722222200008,Late,2020-05-30,5.0,Panama,Punjab,Tue Feb  1 16:04:44 2022,0.12200000137090683
8618,Swarm,26.6905555555556,67.7958333333333,Late,2020-06-22,30.0,Panama,Deh dubi uc Aminani,Tue Feb  1 16:04:44 2022,0.12099999934434891
8662,Swarm,31.87777777800005,71.90222222200003,Middle,2020-05-12,370.0,Panama,Punjab,Tue Feb  1 16:04:44 2022,0.07000000029802322
8663,Swarm,31.37694444400006,71.92388888900007,Late,2020-05-27,1.0,Panama,pawali wala,Tue Feb  1 16:04:44 2022,0.029999999329447746
8722,Swarm,26.7441666666667,67.7397222222222,Middle,2020-06-19,5.0,Panama,Village near Jalal P,Tue Feb  1 16:04:44 2022,0.13699999451637268
8723,Swarm,32.8961111111111,71.7083333333333,Middle,2020-06-14,5.0,Panama,punjab,Tue Feb  1 16:04:44 2022,0.061000000685453415
8744,Swarm,31.351944444000026,70.86888888900006,Middle,2020-05-11,100.0,Panama,Bait Mohsun Sha,Tue Feb  1 16:04:44 2022,0.14399999380111694
8751,Swarm,32.8963888888889,71.7080555555556,Middle,2020-06-14,5.0,Panama,Punjab Massan moza,Tue Feb  1 16:04:44 2022,0.061000000685453415
8775,Band,31.183055556000056,71.75638888900005,Late,2020-04-23,100.0,Panama,Punjab,Tue Feb  1 16:04:44 2022,0.03500000014901161
8776,Band,28.843055556000024,69.85138888900008,Late,2020-04-22,247.0,Panama,Punjab,Tue Feb  1 16:04:44 2022,0.01600000075995922
8781,Band,31.07888888900004,71.79166666700007,Early,2020-05-10,12.0,Panama,Nawaz Wala nawan kot,Tue Feb  1 16:04:44 2022,0.027000000700354576
8782,Swarm,31.002222222000057,71.72388888900008,Middle,2020-05-14,40.0,Panama,Lashari wala south,Tue Feb  1 16:04:44 2022,0.09200000017881393
8783,Swarm,27.93666666700005,68.64972222200004,Middle,2020-05-20,11.0,Panama,"Sindh, distt shikarp",Tue Feb  1 16:04:44 2022,0.14000000059604645
8832,Swarm,25.84472222200003,68.77555555600003,Early,2020-05-04,1.0,Panama,Sindh,Tue Feb  1 16:04:44 2022,0.12300000339746475
8843,Swarm,26.9636111111111,67.8711111111111,Middle,2020-06-18,1.0,Panama,pat sharif deh pat s,Tue Feb  1 16:04:44 2022,0.13699999451637268
8877,Band,24.5119444444444,70.9613888888889,Late,2020-07-27,200.0,Panama,Outh kpario pithapur,Tue Feb  1 16:04:44 2022,0.1340000033378601
8880,Swarm,26.60944444400008,67.69833333300005,Middle,2020-05-20,35.0,Panama,badani 100 (ha) Svd,Tue Feb  1 16:04:44 2022,0.13300000131130219
8893,Swarm,31.25250000000005,71.91194444400003,Late,2020-05-21,2.0,Panama,bharey,Tue Feb  1 16:04:44 2022,0.04500000178813934
8918,Band,31.17694444400007,71.73055555600007,Early,2020-05-01,14.0,Panama,Punjab,Tue Feb  1 16:04:44 2022,0.039000000804662704
8919,Band,30.667500000000075,73.48166666700007,Late,2020-05-28,5.0,Panama,Pippli phard at the,Tue Feb  1 16:04:44 2022,0.14399999380111694
8939,Band,32.223611111000025,71.99444444400007,Middle,2020-05-16,600.0,Panama,Punjab mouza sheikhu,Tue Feb  1 16:04:44 2022,0.1940000057220459
8950,Swarm,25.855277778000072,69.44861111100005,Late,2019-11-26,600.0,Panama,Hassan Ali Chanio,Tue Feb  1 16:04:44 2022,0.032999999821186066
8959,Swarm,31.144444444000044,71.74472222200006,Early,2020-05-08,30.0,Panama,nawan kot sherey wal,Tue Feb  1 16:04:44 2022,0.029999999329447746
8971,Swarm,31.87750000000005,71.90222222200003,Middle,2020-05-18,315.0,Panama,Noorpur Thal Distric,Tue Feb  1 16:04:44 2022,0.14000000059604645
8986,Swarm,26.041944444000023,68.94138888900005,Early,2020-05-04,63.0,Panama,Sindh,Tue Feb  1 16:04:44 2022,0.13500000536441803
9006,Band,31.175277778000066,71.76000000000005,Late,2020-04-30,50.0,Panama,Punjab,Tue Feb  1 16:04:44 2022,0.03200000151991844
9104,Swarm,31.385000000000048,71.11500000000007,Middle,2020-05-11,25.0,Panama,Punjab,Tue Feb  1 16:04:44 2022,0.08299999684095383
9128,Swarm,26.044722222000075,68.94083333300006,Early,2020-05-07,220.0,Panama,Sindh sinjhoro sangh,Tue Feb  1 16:04:44 2022,0.13500000536441803
9183,Band,24.6208333333333,70.9547222222222,Late,2020-07-29,40.0,Panama,kanhavero tharparkar,Tue Feb  1 16:04:44 2022,0.07599999755620956
9192,Swarm,25.92194444400008,68.61916666700006,Late,2020-05-28,400.0,Panama,Deh Barandi uc Soome,Tue Feb  1 16:04:44 2022,0.14000000059604645
9243,Swarm,27.4802777777778,69.0072222222222,Early,2020-06-30,100.0,Panama,deh wenjhko uc Tarai,Tue Feb  1 16:04:44 2022,0.017000000923871994
9248,Band,28.716666667000027,69.88722222200005,Late,2020-04-24,250.0,Panama,Punjab,Tue Feb  1 16:04:44 2022,0.01600000075995922
9254,Swarm,31.10472222200008,71.86138888900007,Late,2020-05-28,25.0,Panama,Kashmir colony no3,Tue Feb  1 16:04:44 2022,0.02800000086426735
9255,Swarm,30.062500000000057,70.52138888900004,Middle,2020-05-17,600.0,Panama,Punjab,Tue Feb  1 16:04:44 2022,0.12800000607967377
9293,Band,28.005555556000047,66.22444444400003,Middle,2020-05-12,150.0,Panama,Trundain Balochistan,Tue Feb  1 16:04:44 2022,0.0
9294,Swarm,31.178888889000064,71.74416666700006,Early,2020-05-06,15.0,Panama,tatar wala nawan kot,Tue Feb  1 16:04:44 2022,0.061000000685453415
9314,Swarm,31.248888889000057,71.90944444400003,Late,2020-05-21,2.0,Panama,bhrari,Tue Feb  1 16:04:44 2022,0.04500000178813934
9351,Band,32.15194444400004,70.25361111100005,Middle,2020-05-12,220.0,Panama,Khyber Pakhtunkhwa,Tue Feb  1 16:04:44 2022,0.1379999965429306
9352,Band,32.91666666700007,71.19000000000005,Late,2020-05-29,3.0,Panama,Mala Kheil and Vanja,Tue Feb  1 16:04:44 2022,0.13300000131130219
9353,Swarm,29.487500000000068,71.28805555600007,Middle,2020-05-19,3.0,Panama,Punjab,Tue Feb  1 16:04:44 2022,0.15600000321865082
9401,Swarm,30.4727777777778,67.1211111111111,Middle,2020-06-14,70.0,Panama,Blochistan District,Tue Feb  1 16:04:44 2022,0.012000000104308128
9405,Swarm,32.4791666666667,71.5830555555555,Late,2020-06-26,26.0,Panama,Muzafarpur Janobi Mi,Tue Feb  1 16:04:44 2022,0.24300000071525574
9412,Band,31.12888888900005,71.78000000000003,Middle,2020-04-20,50.0,Panama,Punjab,Tue Feb  1 16:04:44 2022,0.032999999821186066
9421,Swarm,26.0441666666667,68.9402777777778,Middle,2020-06-16,10.0,Panama,UC SANGHAR-1 DEH CHE,Tue Feb  1 16:04:44 2022,0.13199999928474426
9445,Band,32.6677777777778,71.5516666666667,Early,2020-06-01,3.0,Panama,Punjab,Tue Feb  1 16:04:44 2022,0.14399999380111694
9452,Band,32.6236111111111,70.585,Early,2020-06-07,117.0,Panama,"Lakki Marwat, KPK",Tue Feb  1 16:04:44 2022,0.1420000046491623
9519,Band,28.05305555600006,66.40888888900008,Middle,2020-05-20,100.0,Panama,Mughli  Noghey Circl,Tue Feb  1 16:04:44 2022,0.017999999225139618
9520,Swarm,32.22305555600008,71.86250000000007,Late,2020-05-28,1.0,Panama,Adhi Sargil Tehsil N,Tue Feb  1 16:04:44 2022,0.07400000095367432
9539,Swarm,25.7947222222222,68.5805555555555,Middle,2020-06-15,13.0,Panama,SindhUC  MIR HASSAN,Tue Feb  1 16:04:44 2022,0.12800000607967377
9549,Band,32.9727777777778,71.3902777777778,Middle,2020-06-15,1.0,Panama,Chopri,Tue Feb  1 16:04:44 2022,0.026000000536441803
9572,Band,31.883888889000048,71.92055555600007,Middle,2020-05-20,6.0,Panama,Dhamak road Noor Pur,Tue Feb  1 16:04:44 2022,0.11400000005960464
9581,Band,31.48833333300007,71.94250000000005,Middle,2020-04-20,25.0,Panama,Punjab,Tue Feb  1 16:04:44 2022,0.029999999329447746
9597,Band,30.67694444400007,73.46777777800008,Late,2020-05-21,2.0,Panama,pippli phard depalpu,Tue Feb  1 16:04:44 2022,0.15000000596046448
9598,Band,31.87694444400006,71.90388888900003,Middle,2020-05-18,343.0,Panama,Noorpur Thal Distric,Tue Feb  1 16:04:44 2022,0.14000000059604645
9619,Swarm,26.9577777777778,67.8766666666667,Early,2020-06-01,15.0,Panama,Niar  pir musafar u,Tue Feb  1 16:04:44 2022,0.12099999934434891
9621,Swarm,31.320277778000047,71.21361111100003,Middle,2020-05-12,12.0,Panama,217/TDa,Tue Feb  1 16:04:44 2022,0.07100000232458115
9622,Swarm,32.22916666700007,71.65944444400003,Late,2020-05-27,10.0,Panama,locust,Tue Feb  1 16:04:44 2022,0.0860000029206276
9654,Band,32.559444444000064,70.59472222200003,Early,2020-05-08,532.0,Panama,lakki marwat behram,Tue Feb  1 16:04:44 2022,0.14100000262260437
9661,Swarm,27.7819444444444,69.1663888888889,Early,2020-06-09,350.0,Panama,bhilni wazir malano,Tue Feb  1 16:04:44 2022,0.1289999932050705
9663,Band,31.530833333000032,71.90916666700008,Middle,2020-04-20,20.0,Panama,Punjab,Tue Feb  1 16:04:44 2022,0.028999999165534973
9741,Band,28.84916666700008,69.85694444400008,Late,2020-04-22,108.0,Panama,Punjab,Tue Feb  1 16:04:44 2022,0.01600000075995922
9780,Band,24.8783333333333,70.9491666666667,Late,2020-07-21,90.0,Panama,Post Chuttal,Tue Feb  1 16:04:44 2022,0.0860000029206276
